area,cand_no,cand_name,party,cand_sex,cand_birthday,cand_age,cand_bornplace,cand_edu,is_current,is_victor,ticket_num,election_id
新北市新莊區思賢里,1,卓茂松,無黨籍及未經政黨推薦,m,0340512,77,臺灣省,高中(職)以下,Y,N,1000,62053fbf-95b0-4f4e-b7e0-1619acb5b862
新北市新莊區思賢里,2,楊祐全,無黨籍及未經政黨推薦,m,0741121,36,臺北市,大學,N,Y,1154,62053fbf-95b0-4f4e-b7e0-1619acb5b862
新北市新莊區營盤里,1,楊翠蓮,無黨籍及未經政黨推薦,f,0561025,55,臺中市,高中(職),N,N,362,62053fc0-55e4-4cf5-a9ad-1619acb5b862
新北市新莊區營盤里,2,林宗暉,無黨籍及未經政黨推薦,m,0570207,54,新北市,高中(職),Y,Y,565,62053fc0-55e4-4cf5-a9ad-1619acb5b862
新北市新莊區光榮里,1,詹益利,無黨籍及未經政黨推薦,m,0520909,59,新北市,專科,N,N,806,62053fc0-8128-4d41-ba5b-1619acb5b862
新北市新莊區光榮里,2,張湘琪,無黨籍及未經政黨推薦,f,0611008,50,臺北市,高中(職),Y,Y,1391,62053fc0-8128-4d41-ba5b-1619acb5b862
新北市新莊區自強里,1,柯蔡阿菜,無黨籍及未經政黨推薦,f,0460607,65,臺灣省,高中(職)以下,Y,Y,1029,62053fc0-6c3c-4e2c-9cfe-1619acb5b862
新北市新莊區丹鳳里,1,林永傑,無黨籍及未經政黨推薦,m,0601208,50,臺灣省,高中(職)以下,Y,Y,3011,62053fc1-8f88-4976-a158-1619acb5b862
新北市新莊區光明里,1,廖榮裕,無黨籍及未經政黨推薦,m,0600812,51,新北市,專科,Y,Y,1880,62053fc1-9f20-4aa9-8fbf-1619acb5b862
新北市新莊區自立里,1,吳東杉,無黨籍及未經政黨推薦,m,0400715,71,臺灣省,高中(職)以下,Y,Y,1924,62053fc1-fdf8-4dc2-b77f-1619acb5b862
新北市新莊區合鳳里,1,盧瑞發,無黨籍及未經政黨推薦,m,0450506,66,新北市,專科,N,N,799,62053fc2-f9a8-40d5-a36b-1619acb5b862
新北市新莊區合鳳里,2,林永憲,無黨籍及未經政黨推薦,m,0700413,41,新北市,專科,Y,Y,1351,62053fc2-f9a8-40d5-a36b-1619acb5b862
新北市新莊區幸福里,1,盧美玉,無黨籍及未經政黨推薦,f,0540102,57,臺灣省,高中(職)以下,N,Y,1379,62053fc2-b8ac-4081-afa0-1619acb5b862
新北市新莊區幸福里,2,邱清波,無黨籍及未經政黨推薦,m,0480920,63,臺灣省,高中(職)以下,N,N,718,62053fc2-b8ac-4081-afa0-1619acb5b862
新北市新莊區雙鳳里,1,潘素娥,無黨籍及未經政黨推薦,f,0520109,59,高雄市,高中(職),Y,Y,4279,62053fc2-4b24-4925-942e-1619acb5b862
新北市新莊區自信里,1,林秋雲,無黨籍及未經政黨推薦,f,0541222,56,臺南市,高中(職),Y,Y,1014,62053fc3-5350-4e88-b20d-1619acb5b862
新北市新莊區龍鳳里,1,林清原,無黨籍及未經政黨推薦,m,0470829,64,臺灣省,高中(職)以下,N,Y,2145,62053fc3-19fc-407d-8ea8-1619acb5b862
新北市新莊區龍鳳里,2,吳恭騰,無黨籍及未經政黨推薦,m,0540822,57,新北市,高中(職),Y,N,2011,62053fc3-19fc-407d-8ea8-1619acb5b862
新北市新莊區龍鳳里,3,丁啓哲,無黨籍及未經政黨推薦,m,0850202,26,臺北市,大學,N,N,436,62053fc3-19fc-407d-8ea8-1619acb5b862
新北市新莊區中華里,1,陳敬波,無黨籍及未經政黨推薦,m,0520727,59,新北市,高中(職),Y,Y,1330,62053fc3-6eec-47d7-be5d-1619acb5b862
新北市新莊區中隆里,1,吳清標,無黨籍及未經政黨推薦,m,0450302,66,臺灣省,大學,Y,Y,1971,62053fc4-28b0-4aad-b8ff-1619acb5b862
新北市新莊區中原里,1,李坤庭,無黨籍及未經政黨推薦,m,0521118,58,臺灣省,高中(職),N,N,641,62053fc4-ad60-4047-80be-1619acb5b862
新北市新莊區中原里,2,黃永昌,無黨籍及未經政黨推薦,m,0570218,54,臺灣省,大學,N,Y,2914,62053fc4-ad60-4047-80be-1619acb5b862
新北市新莊區中原里,3,趙雅紋,無黨籍及未經政黨推薦,f,0690112,42,臺北市,高中(職),N,N,2324,62053fc4-ad60-4047-80be-1619acb5b862
新北市新莊區中信里,1,林阿元,無黨籍及未經政黨推薦,m,0460211,65,新北市,高中(職),Y,Y,3187,62053fc4-79fc-40d1-9b61-1619acb5b862
新北市新莊區四維里,1,吳岳澤,無黨籍及未經政黨推薦,m,0630830,48,臺灣省,高中(職),Y,Y,1556,62053fc5-5f24-4867-86a6-1619acb5b862
新北市新莊區建福里,1,劉金祥,無黨籍及未經政黨推薦,m,0420728,69,臺灣省,高中(職)以下,Y,Y,1022,62053fc6-cd14-465f-9ff0-1619acb5b862
新北市新莊區中宏里,1,洪少欽,無黨籍及未經政黨推薦,m,0410712,70,臺灣省,高中(職)以下,Y,Y,1347,62053fc6-bddc-45c9-a2ad-1619acb5b862
新北市新莊區中全里,1,陳欣儀,無黨籍及未經政黨推薦,f,0850511,26,新北市,大學,N,N,471,62053fc7-2734-479c-a3c1-1619acb5b862
新北市新莊區中全里,2,陳柏廷,無黨籍及未經政黨推薦,m,0511011,60,臺灣省,大學,Y,Y,1274,62053fc7-2734-479c-a3c1-1619acb5b862
新北市新莊區立泰里,1,林顯祥,無黨籍及未經政黨推薦,m,0450301,66,臺灣省,專科,N,N,1168,62053fc7-2274-4c8e-928b-1619acb5b862
新北市新莊區立泰里,2,許文章,無黨籍及未經政黨推薦,m,0450801,66,臺中市,高中(職),Y,Y,1247,62053fc7-2274-4c8e-928b-1619acb5b862
新北市新莊區全泰里,1,陳哲郎,無黨籍及未經政黨推薦,m,0450920,66,臺灣省,高中(職),Y,Y,2132,62053fc8-b6c0-4d5b-ba0d-1619acb5b862
新北市新莊區仁義里,1,謝佳龍,無黨籍及未經政黨推薦,m,0770114,34,新北市,大學,N,N,877,62053fc8-5340-4ae5-8ad1-1619acb5b862
新北市新莊區仁義里,2,陳文一,民主進步黨,m,0570104,54,臺灣省,高中(職),Y,Y,887,62053fc8-5340-4ae5-8ad1-1619acb5b862
新北市新莊區立基里,1,張中貞,無黨籍及未經政黨推薦,f,0461124,64,臺北市,專科,Y,Y,2542,62053fc8-2e28-4743-b1d9-1619acb5b862
新北市新莊區昌明里,1,許澤清,無黨籍及未經政黨推薦,m,0371123,73,臺灣省,其他,N,N,713,62053fc9-8644-4be2-acc2-1619acb5b862
新北市新莊區昌明里,2,呂嘉群,無黨籍及未經政黨推薦,m,0480420,63,臺灣省,高中(職)以下,Y,Y,1099,62053fc9-8644-4be2-acc2-1619acb5b862
新北市新莊區昌平里,1,藍玉鳳,無黨籍及未經政黨推薦,f,0341130,76,新北市,高中(職)以下,N,N,633,62053fc9-325c-436d-8fc1-1619acb5b862
新北市新莊區昌平里,2,林玉華,中國國民黨,f,0510623,60,臺灣省,專科,Y,Y,2988,62053fc9-325c-436d-8fc1-1619acb5b862
新北市新莊區文聖里,1,蔣添榮,中國國民黨,m,0410120,70,臺灣省,高中(職)以下,Y,Y,1549,62053fc9-2dcc-49ad-8441-1619acb5b862
新北市新莊區萬安里,1,游綉蓮,無黨籍及未經政黨推薦,f,0440820,67,臺灣省,高中(職)以下,Y,Y,947,62053fca-f690-4d9d-8f48-1619acb5b862
新北市新莊區萬安里,2,林婉卿,無黨籍及未經政黨推薦,f,0420801,69,臺灣省,高中(職)以下,N,N,879,62053fca-f690-4d9d-8f48-1619acb5b862
新北市新莊區龍安里,1,吳庭妤,無黨籍及未經政黨推薦,f,0500523,61,臺灣省,高中(職)以下,Y,Y,583,62053fca-83fc-4930-86a2-1619acb5b862
新北市新莊區龍安里,2,林麗容,正黨,f,0431013,68,臺灣省,博士,N,N,199,62053fca-83fc-4930-86a2-1619acb5b862
新北市新莊區龍安里,3,白秀絨,無黨籍及未經政黨推薦,f,0540108,57,臺灣省,其他,N,N,345,62053fca-83fc-4930-86a2-1619acb5b862
新北市新莊區福營里,1,廖皇源,無黨籍及未經政黨推薦,m,0370505,74,臺北市,高中(職),Y,Y,890,62053fcb-1e08-4b90-85d5-1619acb5b862
新北市新莊區後德里,1,劉臺鳳,無黨籍及未經政黨推薦,m,0401221,70,高雄市,高中(職)以下,Y,Y,1317,62053fcb-2078-4305-85fa-1619acb5b862
新北市新莊區建安里,1,王永華,無黨籍及未經政黨推薦,m,0501016,61,新北市,高中(職),Y,Y,1813,62053fcc-99a8-4638-a94f-1619acb5b862
新北市新莊區建安里,2,陳銘璜,民主進步黨,m,0540114,57,臺灣省,高中(職),N,N,1144,62053fcc-99a8-4638-a94f-1619acb5b862
新北市新莊區成德里,1,王義寬,無黨籍及未經政黨推薦,m,0490417,62,臺灣省,高中(職),Y,Y,1715,62053fcc-0460-4553-9014-1619acb5b862
新北市新莊區福興里,1,楊明教,無黨籍及未經政黨推薦,m,0461115,64,臺灣省,其他,Y,Y,2285,62053fcd-5998-473b-b8a4-1619acb5b862
新北市新莊區福興里,2,葉宗鑫,無黨籍及未經政黨推薦,m,0601105,50,新北市,高中(職),N,N,655,62053fcd-5998-473b-b8a4-1619acb5b862
新北市新莊區昌信里,1,柯明啓,無黨籍及未經政黨推薦,m,0520310,59,臺灣省,專科,Y,Y,1527,62053fcd-6ef0-4f2c-bc2c-1619acb5b862
新北市新莊區昌隆里,1,黃家豐,無黨籍及未經政黨推薦,m,0530708,58,臺南市,高中(職),N,N,855,62053fcd-e4cc-4e1d-9405-1619acb5b862
新北市新莊區昌隆里,2,吳益昌,無黨籍及未經政黨推薦,m,0550726,56,臺灣省,高中(職)以下,N,Y,1155,62053fcd-e4cc-4e1d-9405-1619acb5b862
新北市新莊區中平里,1,鞏台興,中國國民黨,m,0540807,57,臺北市,高中(職),Y,N,2027,62053fce-bf78-4364-bb8e-1619acb5b862
新北市新莊區中平里,2,林建良,無黨籍及未經政黨推薦,m,0681005,43,臺北市,大學,N,Y,2108,62053fce-bf78-4364-bb8e-1619acb5b862
新北市新莊區立廷里,1,許任銘,中國國民黨,m,0670422,44,臺灣省,其他,Y,Y,4932,62053fce-0ca4-44ca-8f6d-1619acb5b862
新北市新莊區泰豐里,1,王珮宇,無黨籍及未經政黨推薦,f,0811027,30,新北市,大學,N,Y,858,62053fcf-6ab8-452f-aa13-1619acb5b862
新北市新莊區泰豐里,2,黃聖智,無黨籍及未經政黨推薦,m,0740707,37,臺北市,高中(職),N,N,396,62053fcf-6ab8-452f-aa13-1619acb5b862
新北市新莊區富民里,1,陳清泉,無黨籍及未經政黨推薦,m,0500427,61,臺南市,高中(職),Y,Y,1549,62053fcf-d230-4c9e-ada4-1619acb5b862
新北市新莊區龍福里,1,陳立維,無黨籍及未經政黨推薦,m,0580327,53,新北市,高中(職),Y,Y,761,62053fcf-cda8-4639-af95-1619acb5b862
新北市新莊區祥鳳里,1,賴俊良,無黨籍及未經政黨推薦,m,0511127,59,臺灣省,專科,Y,Y,1103,62053fd0-a84c-4aa8-8261-1619acb5b862
新北市新莊區民全里,1,張文興,無黨籍及未經政黨推薦,m,0540209,57,臺灣省,專科,Y,Y,1626,62053fd0-78dc-45aa-b3fa-1619acb5b862
新北市新莊區民有里,1,吳坤郎,無黨籍及未經政黨推薦,m,0530814,58,臺灣省,高中(職),N,Y,1157,62053fd0-3fac-4c65-841e-1619acb5b862
新北市新莊區民有里,2,賴政源,無黨籍及未經政黨推薦,m,0550315,56,臺灣省,專科,Y,N,873,62053fd0-3fac-4c65-841e-1619acb5b862
新北市新莊區光正里,1,王美仁,無黨籍及未經政黨推薦,f,0501206,60,臺灣省,高中(職),N,N,1013,62053fd1-cc28-4f4b-b47b-1619acb5b862
新北市新莊區光正里,2,陳通助,無黨籍及未經政黨推薦,m,0490812,62,臺灣省,高中(職),Y,Y,1104,62053fd1-cc28-4f4b-b47b-1619acb5b862
新北市新莊區光和里,1,林光燦,無黨籍及未經政黨推薦,m,0440105,67,臺灣省,高中(職),Y,Y,1028,62053fd1-8b5c-43d0-8861-1619acb5b862
新北市新店區國豐里,1,顏榮宏,中國國民黨,m,0450406,66,臺灣省,專科,Y,Y,1326,62053fd2-14a8-43c4-a186-1619acb5b862
新北市新店區明德里,1,羅曜程,無黨籍及未經政黨推薦,m,0810327,30,臺灣省,其他,N,N,138,62053fd2-b554-4049-a362-1619acb5b862
新北市新店區明德里,2,許漢隆,中國國民黨,m,0530212,58,臺灣省,大學,Y,Y,1354,62053fd2-b554-4049-a362-1619acb5b862
新北市新店區明德里,3,王正偉,無黨籍及未經政黨推薦,m,0651018,46,新北市,大學,N,N,469,62053fd2-b554-4049-a362-1619acb5b862
新北市新店區大豐里,1,葉秀瓶,無黨籍及未經政黨推薦,f,0461207,64,臺灣省,高中(職)以下,Y,N,590,62053fd3-b9cc-4a4b-9f61-1619acb5b862
新北市新店區大豐里,2,張厚仁,無黨籍及未經政黨推薦,m,0510909,60,新北市,專科,N,Y,1286,62053fd3-b9cc-4a4b-9f61-1619acb5b862
新北市新店區大同里,1,俞賢明,無黨籍及未經政黨推薦,m,0490524,62,臺灣省,高中(職),Y,Y,1732,62053fd3-eb50-4257-b3b8-1619acb5b862
新北市新店區江陵里,1,葉金珠,中國國民黨,f,0471018,64,桃園市,高中(職),Y,Y,2395,62053fd3-db4c-4e26-8876-1619acb5b862
新北市新店區寶興里,1,鄒長浩,無黨籍及未經政黨推薦,m,0501217,60,臺北市,專科,N,N,587,62053fd4-fb30-4c9b-b2c8-1619acb5b862
新北市新店區寶興里,2,周宥竣,中國國民黨,m,0560530,55,新北市,專科,Y,Y,2099,62053fd4-fb30-4c9b-b2c8-1619acb5b862
新北市新店區寶安里,1,王永,統一聯盟黨,m,0450501,66,臺中市,大學,N,N,573,62053fd4-83e4-404f-a68b-1619acb5b862
新北市新店區寶安里,2,宋美雪,中國國民黨,f,0460608,65,新北市,專科,Y,Y,1928,62053fd4-83e4-404f-a68b-1619acb5b862
新北市新店區信義里,1,林木己,中國國民黨,m,0471223,63,臺北市,高中(職),Y,Y,2570,62053fd4-30cc-4287-aac0-1619acb5b862
新北市新店區忠孝里,1,游皓麟,中國國民黨,m,0800206,31,臺北市,大學,N,Y,890,62053fd5-2e88-4ceb-8ca5-1619acb5b862
新北市新店區忠孝里,2,李約祥,無黨籍及未經政黨推薦,m,0550925,56,臺北市,高中(職),Y,N,397,62053fd5-2e88-4ceb-8ca5-1619acb5b862
新北市新店區大鵬里,1,喬天鼎,中國國民黨,m,0770513,34,臺北市,專科,N,Y,1287,62053fd5-4d30-4be5-822e-1619acb5b862
新北市新店區太平里,1,李謝素珍,中國國民黨,f,0470903,64,臺灣省,高中(職),Y,Y,846,62053fd5-1dfc-492e-8531-1619acb5b862
新北市新店區太平里,2,高經綸,無黨籍及未經政黨推薦,m,0540605,57,新北市,高中(職)以下,N,N,672,62053fd5-1dfc-492e-8531-1619acb5b862
新北市新店區頂城里,1,王明籐,無黨籍及未經政黨推薦,m,0450907,66,臺灣省,高中(職)以下,Y,Y,669,62053fd6-680c-4014-9bff-1619acb5b862
新北市新店區下城里,1,廖瓊瑤,無黨籍及未經政黨推薦,f,0590213,52,新北市,高中(職),Y,Y,1246,62053fd6-4270-41ef-bac5-1619acb5b862
新北市新店區柴埕里,1,洪士宏,無黨籍及未經政黨推薦,m,0720623,39,臺中市,大學,N,Y,2065,62053fd7-9c78-4c0a-b889-1619acb5b862
新北市新店區柴埕里,2,黃金憲,中國國民黨,m,0551018,56,臺灣省,高中(職),Y,N,1969,62053fd7-9c78-4c0a-b889-1619acb5b862
新北市新店區永安里,1,林清一,無黨籍及未經政黨推薦,m,0520308,59,臺灣省,專科,Y,Y,2135,62053fd7-153c-4a08-acfe-1619acb5b862
新北市新店區公崙里,1,游炎嵐,中國國民黨,m,0531115,57,新北市,專科,Y,Y,5208,62053fd7-b0f4-48c8-b7ad-1619acb5b862
新北市新店區德安里,1,丁萬貴,無黨籍及未經政黨推薦,m,0480102,63,新北市,專科,Y,Y,2265,62053fd7-aa14-4295-b948-1619acb5b862
新北市新店區雙城里,1,黃燦煌,無黨籍及未經政黨推薦,m,0410421,70,新北市,高中(職),Y,Y,2205,62053fd8-3cc4-4bba-bb01-1619acb5b862
新北市新店區日興里,1,張百孝,無黨籍及未經政黨推薦,m,0640910,47,臺灣省,大學,N,N,795,62053fd8-8d78-438e-a70c-1619acb5b862
新北市新店區日興里,2,廖景春,無黨籍及未經政黨推薦,m,0480125,63,新北市,高中(職)以下,Y,Y,1697,62053fd8-8d78-438e-a70c-1619acb5b862
新北市新店區玫瑰里,1,施天賜,中國國民黨,m,0450228,66,臺灣省,高中(職)以下,Y,Y,1510,62053fd8-27ac-446b-aa09-1619acb5b862
新北市新店區玫瑰里,2,姚國光,無黨籍及未經政黨推薦,m,0460705,65,高雄市,大學,N,N,1303,62053fd8-27ac-446b-aa09-1619acb5b862
新北市新店區塗潭里,1,邱秀雄,無黨籍及未經政黨推薦,m,0331215,77,新北市,高中(職)以下,Y,Y,447,62053fd8-3058-4716-a914-1619acb5b862
新北市新店區美潭里,1,簡明峰,無黨籍及未經政黨推薦,m,0630722,48,新北市,大學,Y,Y,2101,62053fd9-d284-4caa-bdac-1619acb5b862
新北市新店區員潭里,1,楊昌宗,無黨籍及未經政黨推薦,m,0520107,59,新北市,高中(職)以下,N,N,533,62053fd9-f4d4-48ff-830e-1619acb5b862
新北市新店區員潭里,2,鄭朝棟,中國國民黨,m,0420312,69,新北市,高中(職),Y,N,962,62053fd9-f4d4-48ff-830e-1619acb5b862
新北市新店區員潭里,3,施美女,無黨籍及未經政黨推薦,f,0441112,66,新北市,高中(職)以下,N,Y,1059,62053fd9-f4d4-48ff-830e-1619acb5b862
新北市新店區雙坑里,1,周興旺,無黨籍及未經政黨推薦,m,0480308,63,新北市,高中(職)以下,Y,Y,242,62053fda-dd2c-411e-aa50-1619acb5b862
新北市新店區雙坑里,2,高明惠,無黨籍及未經政黨推薦,f,0470110,64,臺北市,大學,N,N,138,62053fda-dd2c-411e-aa50-1619acb5b862
新北市新店區粗坑里,1,王青偉,無黨籍及未經政黨推薦,m,0561102,54,臺北市,專科,N,Y,904,62053fda-a654-47f5-b148-1619acb5b862
新北市新店區粗坑里,2,周賢良,中國國民黨,m,0430802,68,新北市,高中(職),Y,N,608,62053fda-a654-47f5-b148-1619acb5b862
新北市新店區屈尺里,1,劉宇明,無黨籍及未經政黨推薦,m,0520728,59,新北市,高中(職)以下,N,N,318,62053fda-93f4-418d-a5db-1619acb5b862
新北市新店區屈尺里,2,唐萬居,無黨籍及未經政黨推薦,m,0420910,69,新北市,高中(職)以下,Y,Y,686,62053fda-93f4-418d-a5db-1619acb5b862
新北市新店區屈尺里,3,林凱倫,無黨籍及未經政黨推薦,m,0700302,41,新北市,高中(職),N,N,404,62053fda-93f4-418d-a5db-1619acb5b862
新北市新店區龜山里,1,高義良,無黨籍及未經政黨推薦,m,0431130,67,新北市,高中(職),Y,Y,421,62053fdb-8138-4dbe-a12a-1619acb5b862
新北市新店區龜山里,2,張凱勛,無黨籍及未經政黨推薦,m,0730124,38,臺中市,高中(職)以下,N,N,393,62053fdb-8138-4dbe-a12a-1619acb5b862
新北市新店區龜山里,3,潘瑞榮,無黨籍及未經政黨推薦,m,0510303,60,新北市,高中(職),N,N,97,62053fdb-8138-4dbe-a12a-1619acb5b862
新北市新店區廣興里,1,陳振山,無黨籍及未經政黨推薦,m,0560305,55,新北市,高中(職)以下,N,N,159,62053fdb-f750-444c-ba6c-1619acb5b862
新北市新店區廣興里,2,吳進興,無黨籍及未經政黨推薦,m,0480517,63,新北市,高中(職)以下,Y,Y,455,62053fdb-f750-444c-ba6c-1619acb5b862
新北市新店區廣興里,3,高素珍,無黨籍及未經政黨推薦,f,0550505,56,臺北市,高中(職),N,N,159,62053fdb-f750-444c-ba6c-1619acb5b862
新北市新店區直潭里,1,卓紋滿,無黨籍及未經政黨推薦,f,0440318,67,新北市,專科,N,N,270,62053fdb-c14c-4aa7-8d47-1619acb5b862
新北市新店區直潭里,2,林家榮,無黨籍及未經政黨推薦,m,0570702,54,新北市,大學,N,Y,477,62053fdb-c14c-4aa7-8d47-1619acb5b862
新北市新店區青潭里,1,林岑郁,無黨籍及未經政黨推薦,f,0630806,48,新北市,高中(職),Y,Y,2022,62053fdc-d6f8-4738-8f96-1619acb5b862
新北市新店區新店里,1,高立馨,無黨籍及未經政黨推薦,m,0590113,52,新北市,高中(職),N,N,359,62053fdc-2f9c-43f2-8d68-1619acb5b862
新北市新店區新店里,2,陳文德,無黨籍及未經政黨推薦,m,0391231,71,新北市,高中(職),Y,Y,536,62053fdc-2f9c-43f2-8d68-1619acb5b862
新北市新店區張南里,1,林國榮,中國國民黨,m,0500318,61,新北市,高中(職),Y,Y,1046,62053fdc-6494-4a6a-9416-1619acb5b862
新北市新店區國校里,1,郭儒鈞,中國國民黨,f,0401231,70,臺北市,專科,Y,Y,674,62053fdd-10b8-402c-9dca-1619acb5b862
新北市新店區國校里,2,廖茂興,無黨籍及未經政黨推薦,m,0420525,69,新北市,高中(職)以下,N,N,16,62053fdd-10b8-402c-9dca-1619acb5b862
新北市新店區國校里,3,王秀鳳,無黨籍及未經政黨推薦,f,0560630,55,臺灣省,高中(職),N,N,79,62053fdd-10b8-402c-9dca-1619acb5b862
新北市新店區國校里,4,周和興,無黨籍及未經政黨推薦,m,0420831,69,臺灣省,大學,N,N,543,62053fdd-10b8-402c-9dca-1619acb5b862
新北市新店區文中里,1,劉閔禮,中國國民黨,m,0480813,63,新北市,高中(職),Y,Y,837,62053fdd-64e8-463c-b2e1-1619acb5b862
新北市新店區廣明里,1,張添財,無黨籍及未經政黨推薦,m,0400823,71,新北市,高中(職),Y,Y,334,62053fde-41c0-45ef-9e7f-1619acb5b862
新北市新店區文明里,1,莊克華,中國國民黨,m,0620124,49,新北市,大學,N,N,594,62053fde-195c-427b-b4f8-1619acb5b862
新北市新店區文明里,2,彭永珍,無黨籍及未經政黨推薦,f,0511016,60,臺灣省,高中(職),N,Y,738,62053fde-195c-427b-b4f8-1619acb5b862
新北市新店區中興里,1,林騰彬,無黨籍及未經政黨推薦,m,0651128,45,臺灣省,大學,N,N,1196,62053fde-600c-4699-9854-1619acb5b862
新北市新店區中興里,2,張正義,中國國民黨,m,0341015,77,臺北市,專科,Y,Y,1383,62053fde-600c-4699-9854-1619acb5b862
新北市新店區新生里,1,黃頌之,中國國民黨,m,0470603,64,新北市,高中(職),Y,Y,2383,62053fdf-7150-4b72-9f4c-1619acb5b862
新北市新店區新德里,1,姚淞哲,中國國民黨,m,0561115,54,新北市,專科,N,N,197,62053fdf-0b04-4718-9fcf-1619acb5b862
新北市新店區新德里,2,陳炳漢,無黨籍及未經政黨推薦,m,0500101,61,新北市,高中(職),N,Y,645,62053fdf-0b04-4718-9fcf-1619acb5b862
新北市新店區新德里,3,黃林鳳嬌,無黨籍及未經政黨推薦,f,0420716,69,臺北市,高中(職)以下,Y,N,519,62053fdf-0b04-4718-9fcf-1619acb5b862
新北市新店區張北里,1,鄭富濃,中國國民黨,m,0490907,62,新北市,高中(職),Y,Y,2443,62053fdf-c008-4235-9006-1619acb5b862
新北市新店區張北里,2,翁玉美,無黨籍及未經政黨推薦,f,0471004,64,新北市,高中(職)以下,N,N,1921,62053fdf-c008-4235-9006-1619acb5b862
新北市新店區五峯里,1,陳淑美,中國國民黨,f,0431005,68,臺北市,高中(職),Y,Y,3195,62053fe0-c314-413d-b974-1619acb5b862
新北市新店區新安里,1,劉麗英,無黨籍及未經政黨推薦,f,0430212,68,金馬地區,高中(職),N,N,803,62053fe0-cdb0-4f22-adbc-1619acb5b862
新北市新店區新安里,2,黃建福,中國國民黨,m,0421130,68,臺灣省,專科,Y,Y,1246,62053fe0-cdb0-4f22-adbc-1619acb5b862
新北市新店區忠誠里,1,蔡雯芳,無黨籍及未經政黨推薦,f,0690602,42,臺北市,專科,N,Y,594,62053fe0-430c-4365-919b-1619acb5b862
新北市新店區忠誠里,2,蘇煌輝,無黨籍及未經政黨推薦,m,0540810,57,臺灣省,高中(職),N,N,544,62053fe0-430c-4365-919b-1619acb5b862
新北市新店區忠誠里,3,陳弘銘,無黨籍及未經政黨推薦,m,0460820,65,新北市,高中(職),N,N,103,62053fe0-430c-4365-919b-1619acb5b862
新北市新店區中正里,1,陳家隆,無黨籍及未經政黨推薦,m,0640629,47,臺北市,大學,N,N,968,62053fe1-b314-4a5a-81b2-1619acb5b862
新北市新店區中正里,2,關宗瀚,無黨籍及未經政黨推薦,m,0651016,46,新北市,高中(職)以下,N,N,161,62053fe1-b314-4a5a-81b2-1619acb5b862
新北市新店區中正里,3,辜鳳琴,中國國民黨,f,0390915,72,新北市,高中(職),Y,Y,1356,62053fe1-b314-4a5a-81b2-1619acb5b862
新北市新店區中正里,4,李佩勳,無黨籍及未經政黨推薦,m,0670417,44,臺北市,碩士,N,N,475,62053fe1-b314-4a5a-81b2-1619acb5b862
新北市新店區中華里,1,邱湘羚,無黨籍及未經政黨推薦,f,0600704,51,臺灣省,大學,Y,Y,1816,62053fe1-9bdc-4547-b8ad-1619acb5b862
新北市新店區仁愛里,1,蔡伯健,中國國民黨,m,0810309,30,臺北市,大學,N,Y,618,62053fe2-5568-4dff-a39b-1619acb5b862
新北市新店區仁愛里,2,李新韻,無黨籍及未經政黨推薦,f,0581002,53,臺北市,碩士,N,N,172,62053fe2-5568-4dff-a39b-1619acb5b862
新北市新店區仁愛里,3,陳菖唯,無黨籍及未經政黨推薦,m,0550403,56,臺北市,專科,N,N,247,62053fe2-5568-4dff-a39b-1619acb5b862
新北市新店區百忍里,1,陳建利,中國國民黨,m,0570214,54,臺灣省,專科,Y,Y,1686,62053fe3-c44c-4623-bc18-1619acb5b862
新北市新店區百和里,1,陳先鳴,中國國民黨,m,0680802,43,臺北市,大學,N,Y,1369,62053fe3-d0cc-4387-add2-1619acb5b862
新北市新店區福德里,1,張元亨,中國國民黨,m,0610331,50,臺灣省,專科,Y,Y,1579,62053fe4-3708-442a-a9f2-1619acb5b862
新北市新店區百福里,1,林燕玲,無黨籍及未經政黨推薦,f,0590209,52,臺灣省,大學,Y,Y,1258,62053fe4-1328-4cc9-bf67-1619acb5b862
新北市新店區百福里,2,林子洋,無黨籍及未經政黨推薦,m,0651226,45,臺北市,其他,N,N,556,62053fe4-1328-4cc9-bf67-1619acb5b862
新北市新店區福民里,1,盧浩賢,中國國民黨,m,0480805,63,新北市,高中(職)以下,Y,Y,1701,62053fe5-18c0-4466-9ef9-1619acb5b862
新北市新店區中山里,1,潘威志,無黨籍及未經政黨推薦,m,0500603,61,臺北市,專科,Y,Y,2648,62053fe5-66d4-4a83-89bf-1619acb5b862
新北市新店區和平里,1,閻培樞,中國國民黨,m,0590520,52,新北市,專科,Y,Y,689,62053fe5-bb5c-4684-980a-1619acb5b862
新北市新店區中央里,1,王志翔,中國國民黨,m,0390915,72,臺灣省,專科,Y,N,947,62053fe6-6c34-4a00-9bdd-1619acb5b862
新北市新店區中央里,2,楊友琪,無黨籍及未經政黨推薦,f,0660125,45,新北市,專科,N,Y,2225,62053fe6-6c34-4a00-9bdd-1619acb5b862
新北市新店區明城里,1,蘇善榛,無黨籍及未經政黨推薦,f,0560304,55,新北市,專科,N,Y,907,62053fe6-76b0-41c5-919c-1619acb5b862
新北市新店區明城里,2,楊基生,中國國民黨,m,0450415,66,臺灣省,高中(職),Y,N,779,62053fe6-76b0-41c5-919c-1619acb5b862
新北市新店區安和里,1,劉淑美,中國國民黨,f,0510828,60,新北市,高中(職),Y,Y,3060,62053fe6-dbf0-4172-85c2-1619acb5b862
